question_id,subject,topic,question_text,question_type,cognitive_level,avg_score,std_dev,discrimination_index,difficulty_label
Q1684,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,Numerical,Understand,3.48,1.87,0.59,Hard
Q1685,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,MCQ,Remember,7.39,2.05,0.48,Easy
Q1686,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,Short Answer,Apply,3.65,1.11,0.89,Hard
Q1687,Physics,Optics,Evaluate the impact of Optics in Physics.,Numerical,Understand,8.94,1.15,0.55,Easy
Q1688,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Long Answer,Understand,4.65,1.13,0.11,Medium
Q1689,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,Long Answer,Apply,3.11,1.26,-0.18,Hard
Q1690,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Numerical,Analyze,3.46,0.88,-0.19,Hard
Q1691,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,Long Answer,Analyze,7.9,1.76,-0.04,Easy
Q1692,Biology,Evolution,Solve a problem related to Evolution in Biology.,Numerical,Apply,6.87,1.25,0.48,Medium
Q1693,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Short Answer,Remember,6.25,1.27,0.14,Medium
Q1694,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Short Answer,Understand,8.57,1.19,0.69,Easy
Q1695,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Long Answer,Analyze,7.15,1.44,0.25,Easy
Q1696,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,MCQ,Understand,5.82,2.28,0.79,Medium
Q1697,Biology,Evolution,Analyze the principles of Evolution in Biology.,Short Answer,Understand,4.78,1.8,0.69,Medium
Q1698,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Numerical,Evaluate,5.07,1.88,0.85,Medium
Q1699,Physics,Electromagnetism,Explain the concept of Electromagnetism in Physics.,Numerical,Evaluate,10.0,2.09,0.51,Easy
Q1700,Computer Science,Data Structures,Apply the theory of Data Structures in practical scenarios.,Short Answer,Remember,6.08,1.36,0.83,Medium
Q1701,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Short Answer,Remember,8.01,1.76,-0.19,Easy
Q1702,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Long Answer,Analyze,1.93,2.56,0.35,Hard
Q1703,Physics,Optics,Explain the concept of Optics in Physics.,MCQ,Analyze,6.42,1.26,0.35,Medium
Q1704,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,MCQ,Evaluate,5.82,2.29,-0.04,Medium
Q1705,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Long Answer,Remember,3.91,1.74,0.76,Hard
Q1706,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Long Answer,Evaluate,3.83,1.68,0.86,Hard
Q1707,Mathematics,Algebra,Explain the concept of Algebra in Mathematics.,MCQ,Remember,4.42,1.52,0.49,Medium
Q1708,Chemistry,Physical,Apply the theory of Physical in practical scenarios.,Long Answer,Remember,7.54,1.19,0.7,Easy
Q1709,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,MCQ,Understand,6.0,1.71,0.3,Medium
Q1710,Computer Science,Algorithms,Explain the concept of Algorithms in Computer Science.,Long Answer,Apply,4.89,1.69,0.4,Medium
Q1711,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,MCQ,Evaluate,4.26,1.55,0.26,Medium
Q1712,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,Numerical,Remember,7.17,1.31,-0.06,Easy
Q1713,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Long Answer,Evaluate,4.93,1.65,0.49,Medium
Q1714,Mathematics,Linear Algebra,Evaluate the impact of Linear Algebra in Mathematics.,MCQ,Understand,8.37,1.21,0.06,Easy
Q1715,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,MCQ,Understand,3.46,1.83,0.59,Hard
Q1716,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Numerical,Evaluate,6.52,2.01,-0.06,Medium
Q1717,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,MCQ,Remember,3.63,1.37,0.57,Hard
Q1718,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Long Answer,Analyze,5.19,1.63,0.36,Medium
Q1719,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,MCQ,Understand,7.29,1.51,0.39,Easy
Q1720,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Numerical,Understand,8.16,1.34,0.34,Easy
Q1721,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,MCQ,Remember,3.81,0.2,0.73,Hard
Q1722,Physics,Mechanics,Explain the concept of Mechanics in Physics.,Short Answer,Analyze,5.32,2.08,0.17,Medium
Q1723,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Long Answer,Apply,10.0,1.35,0.06,Easy
Q1724,Mathematics,Linear Algebra,Evaluate the impact of Linear Algebra in Mathematics.,MCQ,Analyze,5.87,2.23,0.17,Medium
Q1725,Computer Science,Algorithms,Explain the concept of Algorithms in Computer Science.,Long Answer,Apply,5.47,1.3,0.84,Medium
Q1726,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,MCQ,Understand,4.23,1.24,0.31,Medium
Q1727,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Short Answer,Apply,6.97,0.53,0.41,Medium
Q1728,Biology,Evolution,Explain the concept of Evolution in Biology.,Short Answer,Apply,4.5,0.48,0.86,Medium
Q1729,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Numerical,Remember,3.21,1.15,0.07,Hard
Q1730,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Numerical,Analyze,9.17,1.37,0.03,Easy
Q1731,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Numerical,Evaluate,8.85,1.29,0.17,Easy
Q1732,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,Numerical,Analyze,3.22,1.65,0.62,Hard
Q1733,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Numerical,Analyze,6.61,1.38,0.19,Medium
Q1734,Physics,Optics,Explain the concept of Optics in Physics.,MCQ,Understand,4.12,2.08,0.8,Medium
Q1735,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,Short Answer,Apply,5.68,1.41,0.34,Medium
Q1736,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Numerical,Analyze,7.36,1.4,0.4,Easy
Q1737,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Short Answer,Apply,7.85,0.97,0.52,Easy
Q1738,Physics,Optics,Explain the concept of Optics in Physics.,Short Answer,Evaluate,5.24,1.57,-0.07,Medium
Q1739,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Long Answer,Remember,7.18,1.81,0.36,Easy
Q1740,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,MCQ,Remember,4.38,1.27,0.11,Medium
Q1741,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,Numerical,Apply,8.7,1.17,0.39,Easy
Q1742,Biology,Ecology,Evaluate the impact of Ecology in Biology.,Short Answer,Understand,5.6,1.06,0.83,Medium
Q1743,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Short Answer,Apply,8.33,1.77,0.31,Easy
Q1744,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Long Answer,Evaluate,4.38,1.36,0.76,Medium
Q1745,Biology,Ecology,Evaluate the impact of Ecology in Biology.,MCQ,Understand,4.88,1.74,0.36,Medium
Q1746,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Short Answer,Analyze,10.0,1.38,0.84,Easy
Q1747,Biology,Ecology,Apply the theory of Ecology in practical scenarios.,Numerical,Apply,8.36,2.67,-0.14,Easy
Q1748,Physics,Optics,Explain the concept of Optics in Physics.,Long Answer,Analyze,4.65,1.71,0.72,Medium
Q1749,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,Numerical,Remember,5.05,1.09,0.07,Medium
Q1750,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Numerical,Remember,3.27,1.14,0.34,Hard
Q1751,Physics,Optics,Evaluate the impact of Optics in Physics.,MCQ,Apply,6.38,1.48,-0.14,Medium
Q1752,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Numerical,Evaluate,4.93,1.58,0.72,Medium
Q1753,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,Short Answer,Evaluate,10.0,2.18,0.42,Easy
Q1754,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,Numerical,Remember,5.09,1.25,0.15,Medium
Q1755,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,Long Answer,Understand,3.32,1.72,-0.07,Hard
Q1756,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Short Answer,Analyze,7.17,1.81,0.13,Easy
Q1757,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,MCQ,Understand,7.99,2.19,0.66,Easy
Q1758,Biology,Ecology,Analyze the principles of Ecology in Biology.,Long Answer,Understand,6.34,1.7,-0.03,Medium
Q1759,Biology,Ecology,Explain the concept of Ecology in Biology.,MCQ,Remember,7.26,1.26,0.03,Easy
Q1760,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Short Answer,Evaluate,6.4,1.29,0.24,Medium
Q1761,Biology,Evolution,Evaluate the impact of Evolution in Biology.,MCQ,Apply,6.45,1.82,-0.1,Medium
Q1762,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,Short Answer,Evaluate,3.97,0.66,-0.14,Hard
Q1763,Biology,Evolution,Explain the concept of Evolution in Biology.,Long Answer,Understand,3.87,1.5,0.24,Hard
Q1764,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,MCQ,Evaluate,8.42,1.17,0.68,Easy
Q1765,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Short Answer,Understand,5.22,0.99,0.21,Medium
Q1766,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Numerical,Evaluate,6.76,1.28,0.58,Medium
Q1767,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Numerical,Understand,5.01,0.92,-0.08,Medium
Q1768,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Short Answer,Apply,4.21,1.65,0.88,Medium
Q1769,Computer Science,Algorithms,Explain the concept of Algorithms in Computer Science.,Short Answer,Analyze,4.96,2.16,0.44,Medium
Q1770,Chemistry,Organic,Evaluate the impact of Organic in Chemistry.,Long Answer,Understand,6.23,1.93,-0.01,Medium
Q1771,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,MCQ,Understand,8.13,1.31,0.51,Easy
Q1772,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Apply,7.78,1.68,0.78,Easy
Q1773,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Long Answer,Apply,9.33,1.65,0.63,Easy
Q1774,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Long Answer,Analyze,3.72,1.68,0.68,Hard
Q1775,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,Short Answer,Apply,5.1,1.62,0.31,Medium
Q1776,Mathematics,Algebra,Explain the concept of Algebra in Mathematics.,Long Answer,Apply,5.0,1.0,-0.18,Medium
Q1777,Biology,Genetics,Analyze the principles of Genetics in Biology.,Numerical,Understand,8.19,0.4,0.48,Easy
Q1778,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,MCQ,Apply,7.94,1.74,0.04,Easy
Q1779,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,MCQ,Analyze,6.01,2.11,0.88,Medium
Q1780,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,MCQ,Apply,5.42,1.2,0.5,Medium
Q1781,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Numerical,Apply,7.17,1.4,-0.13,Easy
Q1782,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Numerical,Analyze,10.0,2.1,0.52,Easy
Q1783,Mathematics,Probability,Explain the concept of Probability in Mathematics.,MCQ,Analyze,4.52,0.83,0.73,Medium
Q1784,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Short Answer,Analyze,6.98,1.27,0.42,Medium
Q1785,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Short Answer,Analyze,7.58,1.98,0.03,Easy
Q1786,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,Numerical,Evaluate,8.12,1.6,0.28,Easy
Q1787,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Short Answer,Analyze,5.9,1.75,-0.04,Medium
Q1788,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,MCQ,Apply,7.05,1.44,0.15,Easy
Q1789,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,MCQ,Remember,4.69,1.38,0.6,Medium
Q1790,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Long Answer,Understand,8.07,1.16,0.29,Easy
Q1791,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Long Answer,Remember,9.06,1.46,0.22,Easy
Q1792,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,MCQ,Apply,1.86,1.02,0.2,Hard
Q1793,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Long Answer,Apply,8.76,1.56,0.2,Easy
Q1794,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,Long Answer,Analyze,10.0,1.65,0.1,Easy
Q1795,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Numerical,Understand,6.57,1.43,0.6,Medium
Q1796,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,Numerical,Remember,9.72,1.99,-0.17,Easy
Q1797,Biology,Ecology,Analyze the principles of Ecology in Biology.,MCQ,Apply,6.39,2.7,0.4,Medium
Q1798,Physics,Optics,Explain the concept of Optics in Physics.,Long Answer,Evaluate,4.66,1.39,0.01,Medium
Q1799,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,Short Answer,Analyze,5.77,1.78,0.31,Medium
Q1800,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,Numerical,Analyze,6.63,2.39,0.36,Medium
Q1801,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,MCQ,Analyze,7.62,1.08,-0.01,Easy
Q1802,Chemistry,Physical,Analyze the principles of Physical in Chemistry.,Short Answer,Apply,5.66,0.82,0.11,Medium
Q1803,Physics,Optics,Apply the theory of Optics in practical scenarios.,Long Answer,Understand,7.47,0.86,0.52,Easy
Q1804,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Short Answer,Evaluate,5.38,2.11,-0.12,Medium
Q1805,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,MCQ,Understand,9.2,1.87,-0.19,Easy
Q1806,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Understand,4.89,1.51,0.43,Medium
Q1807,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Long Answer,Remember,1.79,2.52,0.84,Hard
Q1808,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,Short Answer,Apply,5.05,1.59,0.31,Medium
Q1809,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Long Answer,Evaluate,5.63,0.7,0.3,Medium
Q1810,Mathematics,Linear Algebra,Solve a problem related to Linear Algebra in Mathematics.,MCQ,Understand,2.35,2.02,-0.02,Hard
Q1811,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Long Answer,Understand,8.58,1.51,0.53,Easy
Q1812,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,MCQ,Remember,7.02,1.41,0.8,Easy
Q1813,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,Long Answer,Understand,7.46,1.77,0.86,Easy
Q1814,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Long Answer,Remember,6.46,1.95,0.38,Medium
Q1815,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,MCQ,Remember,10.0,1.16,0.41,Easy
Q1816,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,MCQ,Understand,4.25,1.98,0.42,Medium
Q1817,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Numerical,Remember,5.66,1.09,0.63,Medium
Q1818,Biology,Ecology,Evaluate the impact of Ecology in Biology.,Numerical,Remember,5.97,0.6,0.16,Medium
Q1819,Biology,Ecology,Solve a problem related to Ecology in Biology.,Short Answer,Remember,8.24,1.41,0.55,Easy
Q1820,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Short Answer,Analyze,5.56,1.64,0.76,Medium
Q1821,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Short Answer,Analyze,3.57,0.94,0.36,Hard
Q1822,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Evaluate,7.88,1.31,0.24,Easy
Q1823,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Numerical,Remember,5.33,0.83,0.22,Medium
Q1824,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,MCQ,Apply,6.29,1.61,0.36,Medium
Q1825,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Short Answer,Apply,5.96,1.64,-0.14,Medium
Q1826,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Numerical,Analyze,5.13,0.69,-0.03,Medium
Q1827,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Long Answer,Understand,7.22,0.72,0.59,Easy
Q1828,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Numerical,Analyze,9.09,1.54,0.42,Easy
Q1829,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,MCQ,Remember,4.01,1.57,-0.06,Medium
Q1830,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,Numerical,Remember,2.53,1.61,-0.18,Hard
Q1831,Mathematics,Linear Algebra,Evaluate the impact of Linear Algebra in Mathematics.,MCQ,Analyze,7.91,2.66,0.87,Easy
Q1832,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Numerical,Evaluate,4.53,1.49,0.41,Medium
Q1833,Biology,Ecology,Analyze the principles of Ecology in Biology.,Numerical,Understand,2.36,1.15,0.8,Hard
Q1834,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Short Answer,Evaluate,6.9,0.9,0.25,Medium
Q1835,Physics,Optics,Solve a problem related to Optics in Physics.,Short Answer,Apply,5.77,1.33,0.09,Medium
Q1836,Biology,Evolution,Explain the concept of Evolution in Biology.,Short Answer,Apply,6.63,1.56,0.09,Medium
Q1837,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,MCQ,Evaluate,4.47,1.53,0.83,Medium
Q1838,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Long Answer,Evaluate,7.41,2.1,0.71,Easy
